,GameID,Date,Start_EST,H/A,Team,W/L,Overtime,PT_Diff,Wins,GP,PCT,Opponent,Opponent_PCT
109,110.0,2016-11-09,19:00:00,Home,Washington Wizards,1,0.0,25.0,2,7,0.286,Boston Celtics,0.429
109,110.0,2016-11-09,19:00:00,Away,Boston Celtics,0,0.0,-25.0,3,7,0.429,Washington Wizards,0.286
110,111.0,2016-11-09,19:30:00,Home,Atlanta Hawks,1,0.0,8.0,6,8,0.75,Chicago Bulls,0.5
110,111.0,2016-11-09,19:30:00,Away,Chicago Bulls,0,0.0,-8.0,4,8,0.5,Atlanta Hawks,0.75
111,112.0,2016-11-09,20:00:00,Away,Toronto Raptors,1,0.0,10.0,5,7,0.714,Oklahoma City Thunder,0.75
111,112.0,2016-11-09,20:00:00,Home,Oklahoma City Thunder,0,0.0,-10.0,6,8,0.75,Toronto Raptors,0.714
112,113.0,2016-11-09,21:00:00,Home,Phoenix Suns,1,0.0,7.0,3,9,0.333,Detroit Pistons,0.5
112,113.0,2016-11-09,21:00:00,Away,Detroit Pistons,0,0.0,-7.0,4,8,0.5,Phoenix Suns,0.333
113,114.0,2016-11-09,21:30:00,Away,Houston Rockets,1,0.0,2.0,5,8,0.625,San Antonio Spurs,0.625
113,114.0,2016-11-09,21:30:00,Home,San Antonio Spurs,0,0.0,-2.0,5,8,0.625,Houston Rockets,0.625
114,115.0,2016-11-09,22:30:00,Home,Golden State Warriors,1,0.0,21.0,6,8,0.75,Dallas Mavericks,0.25
114,115.0,2016-11-09,22:30:00,Away,Dallas Mavericks,0,0.0,-21.0,2,8,0.25,Golden State Warriors,0.75
115,116.0,2016-11-09,22:30:00,Home,Los Angeles Clippers,1,0.0,31.0,7,8,0.875,Portland Trail Blazers,0.556
115,116.0,2016-11-09,22:30:00,Away,Portland Trail Blazers,0,0.0,-31.0,5,9,0.556,Los Angeles Clippers,0.875
116,117.0,2016-11-10,20:00:00,Away,Chicago Bulls,1,0.0,3.0,5,9,0.556,Miami Heat,0.286
116,117.0,2016-11-10,20:00:00,Home,Miami Heat,0,0.0,-3.0,2,7,0.286,Chicago Bulls,0.556
117,118.0,2016-11-10,20:00:00,Away,New Orleans Pelicans,1,0.0,6.0,1,9,0.111,Milwaukee Bucks,0.5
117,118.0,2016-11-10,20:00:00,Home,Milwaukee Bucks,0,0.0,-6.0,4,8,0.5,New Orleans Pelicans,0.111
118,119.0,2016-11-10,21:00:00,Away,Golden State Warriors,1,0.0,24.0,7,9,0.778,Denver Nuggets,0.375
118,119.0,2016-11-10,21:00:00,Home,Denver Nuggets,0,0.0,-24.0,3,8,0.375,Golden State Warriors,0.778
119,120.0,2016-11-10,22:30:00,Away,Los Angeles Lakers,1,0.0,10.0,5,9,0.556,Sacramento Kings,0.4
119,120.0,2016-11-10,22:30:00,Home,Sacramento Kings,0,0.0,-10.0,4,10,0.4,Los Angeles Lakers,0.556
120,121.0,2016-11-11,19:00:00,Away,Toronto Raptors,1,0.0,2.0,6,8,0.75,Charlotte Hornets,0.75
120,121.0,2016-11-11,19:00:00,Home,Charlotte Hornets,0,0.0,-2.0,6,8,0.75,Toronto Raptors,0.75
121,122.0,2016-11-11,19:00:00,Away,Utah Jazz,1,0.0,13.0,6,10,0.6,Orlando Magic,0.333
121,122.0,2016-11-11,19:00:00,Home,Orlando Magic,0,0.0,-13.0,3,9,0.333,Utah Jazz,0.6
122,123.0,2016-11-11,19:00:00,Home,Philadelphia 76ers,1,1.0,4.0,1,8,0.125,Indiana Pacers,0.444
122,123.0,2016-11-11,19:00:00,Away,Indiana Pacers,0,1.0,-4.0,4,9,0.444,Philadelphia 76ers,0.125
123,124.0,2016-11-11,19:00:00,Away,Cleveland Cavaliers,1,0.0,11.0,7,8,0.875,Washington Wizards,0.25
123,124.0,2016-11-11,19:00:00,Home,Washington Wizards,0,0.0,-11.0,2,8,0.25,Cleveland Cavaliers,0.875
124,125.0,2016-11-11,19:30:00,Home,Boston Celtics,1,0.0,28.0,4,8,0.5,New York Knicks,0.375
124,125.0,2016-11-11,19:30:00,Away,New York Knicks,0,0.0,-28.0,3,8,0.375,Boston Celtics,0.5
125,126.0,2016-11-11,20:00:00,Away,Los Angeles Clippers,1,0.0,2.0,8,9,0.889,Oklahoma City Thunder,0.667
125,126.0,2016-11-11,20:00:00,Home,Oklahoma City Thunder,0,0.0,-2.0,6,9,0.667,Los Angeles Clippers,0.889
126,127.0,2016-11-11,20:30:00,Home,San Antonio Spurs,1,0.0,10.0,6,9,0.667,Detroit Pistons,0.444
126,127.0,2016-11-11,20:30:00,Away,Detroit Pistons,0,0.0,-10.0,4,9,0.444,San Antonio Spurs,0.667
127,128.0,2016-11-11,22:00:00,Home,Portland Trail Blazers,1,1.0,2.0,6,10,0.6,Sacramento Kings,0.364
127,128.0,2016-11-11,22:00:00,Away,Sacramento Kings,0,1.0,-2.0,4,11,0.364,Portland Trail Blazers,0.6
128,129.0,2016-11-12,19:00:00,Away,Boston Celtics,1,0.0,6.0,5,9,0.556,Indiana Pacers,0.4
128,129.0,2016-11-12,19:00:00,Home,Indiana Pacers,0,0.0,-6.0,4,10,0.4,Boston Celtics,0.556
129,130.0,2016-11-12,19:00:00,Away,Los Angeles Lakers,1,0.0,27.0,6,10,0.6,New Orleans Pelicans,0.1
129,130.0,2016-11-12,19:00:00,Home,New Orleans Pelicans,0,0.0,-27.0,1,10,0.1,Los Angeles Lakers,0.6
130,131.0,2016-11-12,19:30:00,Home,Atlanta Hawks,1,0.0,21.0,7,9,0.778,Philadelphia 76ers,0.111
130,131.0,2016-11-12,19:30:00,Away,Philadelphia 76ers,0,0.0,-21.0,1,9,0.111,Atlanta Hawks,0.778
131,132.0,2016-11-12,19:30:00,Home,Toronto Raptors,1,0.0,11.0,7,9,0.778,New York Knicks,0.333
131,132.0,2016-11-12,19:30:00,Away,New York Knicks,0,0.0,-11.0,3,9,0.333,Toronto Raptors,0.778
132,133.0,2016-11-12,20:00:00,Home,Chicago Bulls,1,0.0,11.0,6,10,0.6,Washington Wizards,0.222
132,133.0,2016-11-12,20:00:00,Away,Washington Wizards,0,0.0,-11.0,2,9,0.222,Chicago Bulls,0.6
133,134.0,2016-11-12,20:00:00,Away,San Antonio Spurs,1,0.0,6.0,7,10,0.7,Houston Rockets,0.556
133,134.0,2016-11-12,20:00:00,Home,Houston Rockets,0,0.0,-6.0,5,9,0.556,San Antonio Spurs,0.7
134,135.0,2016-11-12,20:00:00,Away,Utah Jazz,1,0.0,11.0,7,11,0.636,Miami Heat,0.25
134,135.0,2016-11-12,20:00:00,Home,Miami Heat,0,0.0,-11.0,2,8,0.25,Utah Jazz,0.636
135,136.0,2016-11-12,20:00:00,Away,Los Angeles Clippers,1,0.0,14.0,9,10,0.9,Minnesota Timberwolves,0.25
135,136.0,2016-11-12,20:00:00,Home,Minnesota Timberwolves,0,0.0,-14.0,2,8,0.25,Los Angeles Clippers,0.9
136,137.0,2016-11-12,20:30:00,Home,Milwaukee Bucks,1,0.0,10.0,5,9,0.556,Memphis Grizzlies,0.444
136,137.0,2016-11-12,20:30:00,Away,Memphis Grizzlies,0,0.0,-10.0,4,9,0.444,Milwaukee Bucks,0.556
137,138.0,2016-11-12,21:00:00,Away,Detroit Pistons,1,0.0,11.0,5,10,0.5,Denver Nuggets,0.333
137,138.0,2016-11-12,21:00:00,Home,Denver Nuggets,0,0.0,-11.0,3,9,0.333,Detroit Pistons,0.5
138,139.0,2016-11-12,21:00:00,Away,Brooklyn Nets,1,0.0,18.0,4,9,0.444,Phoenix Suns,0.3
138,139.0,2016-11-12,21:00:00,Home,Phoenix Suns,0,0.0,-18.0,3,10,0.3,Brooklyn Nets,0.444
139,140.0,2016-11-13,15:30:00,Home,Cleveland Cavaliers,1,0.0,7.0,8,9,0.889,Charlotte Hornets,0.667
139,140.0,2016-11-13,15:30:00,Away,Charlotte Hornets,0,0.0,-7.0,6,9,0.667,Cleveland Cavaliers,0.889
140,141.0,2016-11-13,19:00:00,Home,Minnesota Timberwolves,1,0.0,26.0,3,9,0.333,Los Angeles Lakers,0.545
140,141.0,2016-11-13,19:00:00,Away,Los Angeles Lakers,0,0.0,-26.0,6,11,0.545,Minnesota Timberwolves,0.333
141,142.0,2016-11-13,19:00:00,Away,Orlando Magic,1,0.0,2.0,4,10,0.4,Oklahoma City Thunder,0.6
141,142.0,2016-11-13,19:00:00,Home,Oklahoma City Thunder,0,0.0,-2.0,6,10,0.6,Orlando Magic,0.4
142,143.0,2016-11-13,20:00:00,Home,Golden State Warriors,1,0.0,13.0,8,10,0.8,Phoenix Suns,0.273
142,143.0,2016-11-13,20:00:00,Away,Phoenix Suns,0,0.0,-13.0,3,11,0.273,Golden State Warriors,0.8
143,144.0,2016-11-13,21:00:00,Home,Portland Trail Blazers,1,0.0,7.0,7,11,0.636,Denver Nuggets,0.3
143,144.0,2016-11-13,21:00:00,Away,Denver Nuggets,0,0.0,-7.0,3,10,0.3,Portland Trail Blazers,0.636
144,145.0,2016-11-14,19:00:00,Home,Indiana Pacers,1,0.0,19.0,5,11,0.455,Orlando Magic,0.364
144,145.0,2016-11-14,19:00:00,Away,Orlando Magic,0,0.0,-19.0,4,11,0.364,Indiana Pacers,0.455
145,146.0,2016-11-14,19:30:00,Home,Detroit Pistons,1,0.0,16.0,6,11,0.545,Oklahoma City Thunder,0.545
145,146.0,2016-11-14,19:30:00,Away,Oklahoma City Thunder,0,0.0,-16.0,6,11,0.545,Detroit Pistons,0.545
146,147.0,2016-11-14,19:30:00,Home,New York Knicks,1,0.0,16.0,4,10,0.4,Dallas Mavericks,0.222
146,147.0,2016-11-14,19:30:00,Away,Dallas Mavericks,0,0.0,-16.0,2,9,0.222,New York Knicks,0.4
147,148.0,2016-11-14,20:00:00,Home,Houston Rockets,1,0.0,27.0,6,10,0.6,Philadelphia 76ers,0.1
147,148.0,2016-11-14,20:00:00,Away,Philadelphia 76ers,0,0.0,-27.0,1,10,0.1,Houston Rockets,0.6
148,149.0,2016-11-14,20:00:00,Home,New Orleans Pelicans,1,0.0,1.0,2,11,0.182,Boston Celtics,0.5
148,149.0,2016-11-14,20:00:00,Away,Boston Celtics,0,0.0,-1.0,5,10,0.5,New Orleans Pelicans,0.182
149,150.0,2016-11-14,20:30:00,Home,San Antonio Spurs,1,0.0,4.0,8,11,0.727,Miami Heat,0.222
149,150.0,2016-11-14,20:30:00,Away,Miami Heat,0,0.0,-4.0,2,9,0.222,San Antonio Spurs,0.727
150,151.0,2016-11-14,21:00:00,Away,Memphis Grizzlies,1,0.0,6.0,5,10,0.5,Utah Jazz,0.583
150,151.0,2016-11-14,21:00:00,Home,Utah Jazz,0,0.0,-6.0,7,12,0.583,Memphis Grizzlies,0.5
151,152.0,2016-11-14,22:30:00,Home,Los Angeles Clippers,1,0.0,32.0,10,11,0.909,Brooklyn Nets,0.4
151,152.0,2016-11-14,22:30:00,Away,Brooklyn Nets,0,0.0,-32.0,4,10,0.4,Los Angeles Clippers,0.909
152,153.0,2016-11-15,19:00:00,Home,Cleveland Cavaliers,1,0.0,4.0,9,10,0.9,Toronto Raptors,0.7
152,153.0,2016-11-15,19:00:00,Away,Toronto Raptors,0,0.0,-4.0,7,10,0.7,Cleveland Cavaliers,0.9
153,154.0,2016-11-15,19:30:00,Away,Atlanta Hawks,1,0.0,3.0,8,10,0.8,Miami Heat,0.2
153,154.0,2016-11-15,19:30:00,Home,Miami Heat,0,0.0,-3.0,2,10,0.2,Atlanta Hawks,0.8
154,155.0,2016-11-15,20:00:00,Away,Charlotte Hornets,1,0.0,7.0,7,10,0.7,Minnesota Timberwolves,0.3
154,155.0,2016-11-15,20:00:00,Home,Minnesota Timberwolves,0,0.0,-7.0,3,10,0.3,Charlotte Hornets,0.7
155,156.0,2016-11-15,22:00:00,Away,Chicago Bulls,1,0.0,25.0,7,11,0.636,Portland Trail Blazers,0.583
155,156.0,2016-11-15,22:00:00,Home,Portland Trail Blazers,0,0.0,-25.0,7,12,0.583,Chicago Bulls,0.636
156,157.0,2016-11-15,22:30:00,Home,Los Angeles Lakers,1,0.0,7.0,7,12,0.583,Brooklyn Nets,0.364
156,157.0,2016-11-15,22:30:00,Away,Brooklyn Nets,0,0.0,-7.0,4,11,0.364,Los Angeles Lakers,0.583
157,158.0,2016-11-16,19:00:00,Home,Indiana Pacers,1,0.0,10.0,6,12,0.5,Cleveland Cavaliers,0.818
157,158.0,2016-11-16,19:00:00,Away,Cleveland Cavaliers,0,0.0,-10.0,9,11,0.818,Indiana Pacers,0.5
158,159.0,2016-11-16,19:00:00,Home,Orlando Magic,1,0.0,7.0,5,12,0.417,New Orleans Pelicans,0.167
158,159.0,2016-11-16,19:00:00,Away,New Orleans Pelicans,0,0.0,-7.0,2,12,0.167,Orlando Magic,0.417
159,160.0,2016-11-16,19:00:00,Home,Philadelphia 76ers,1,0.0,7.0,2,11,0.182,Washington Wizards,0.2
159,160.0,2016-11-16,19:00:00,Away,Washington Wizards,0,0.0,-7.0,2,10,0.2,Philadelphia 76ers,0.182
160,161.0,2016-11-16,19:30:00,Home,Atlanta Hawks,1,0.0,7.0,9,11,0.818,Milwaukee Bucks,0.5
160,161.0,2016-11-16,19:30:00,Away,Milwaukee Bucks,0,0.0,-7.0,5,10,0.5,Atlanta Hawks,0.818
161,162.0,2016-11-16,19:30:00,Home,Boston Celtics,1,0.0,7.0,6,11,0.545,Dallas Mavericks,0.2
161,162.0,2016-11-16,19:30:00,Away,Dallas Mavericks,0,0.0,-7.0,2,10,0.2,Boston Celtics,0.545
162,163.0,2016-11-16,19:30:00,Home,New York Knicks,1,0.0,3.0,5,11,0.455,Detroit Pistons,0.5
162,163.0,2016-11-16,19:30:00,Away,Detroit Pistons,0,0.0,-3.0,6,12,0.5,New York Knicks,0.455
163,164.0,2016-11-16,20:00:00,Home,Oklahoma City Thunder,1,0.0,2.0,7,12,0.583,Houston Rockets,0.545
163,164.0,2016-11-16,20:00:00,Away,Houston Rockets,0,0.0,-2.0,6,11,0.545,Oklahoma City Thunder,0.583
164,165.0,2016-11-16,20:00:00,Away,Golden State Warriors,1,0.0,6.0,9,11,0.818,Toronto Raptors,0.636
164,165.0,2016-11-16,20:00:00,Home,Toronto Raptors,0,0.0,-6.0,7,11,0.636,Golden State Warriors,0.818
165,166.0,2016-11-16,21:00:00,Home,Denver Nuggets,1,0.0,16.0,4,11,0.364,Phoenix Suns,0.25
165,166.0,2016-11-16,21:00:00,Away,Phoenix Suns,0,0.0,-16.0,3,12,0.25,Denver Nuggets,0.364
166,167.0,2016-11-16,22:30:00,Away,Memphis Grizzlies,1,0.0,4.0,6,11,0.545,Los Angeles Clippers,0.833
166,167.0,2016-11-16,22:30:00,Home,Los Angeles Clippers,0,0.0,-4.0,10,12,0.833,Memphis Grizzlies,0.545
167,168.0,2016-11-16,22:30:00,Away,San Antonio Spurs,1,0.0,5.0,9,12,0.75,Sacramento Kings,0.333
167,168.0,2016-11-16,22:30:00,Home,Sacramento Kings,0,0.0,-5.0,4,12,0.333,San Antonio Spurs,0.75
168,169.0,2016-11-17,19:00:00,Home,Washington Wizards,1,0.0,7.0,3,11,0.273,New York Knicks,0.417
168,169.0,2016-11-17,19:00:00,Away,New York Knicks,0,0.0,-7.0,5,12,0.417,Washington Wizards,0.273
169,170.0,2016-11-17,19:30:00,Home,Miami Heat,1,0.0,23.0,3,11,0.273,Milwaukee Bucks,0.455
169,170.0,2016-11-17,19:30:00,Away,Milwaukee Bucks,0,0.0,-23.0,5,11,0.455,Miami Heat,0.273
170,171.0,2016-11-17,20:00:00,Home,Houston Rockets,1,0.0,17.0,7,12,0.583,Portland Trail Blazers,0.538
170,171.0,2016-11-17,20:00:00,Away,Portland Trail Blazers,0,0.0,-17.0,7,13,0.538,Houston Rockets,0.583
171,172.0,2016-11-17,20:00:00,Home,Minnesota Timberwolves,1,0.0,24.0,4,11,0.364,Philadelphia 76ers,0.167
171,172.0,2016-11-17,20:00:00,Away,Philadelphia 76ers,0,0.0,-24.0,2,12,0.167,Minnesota Timberwolves,0.364
172,173.0,2016-11-17,22:30:00,Away,Chicago Bulls,1,0.0,8.0,8,12,0.667,Utah Jazz,0.538
172,173.0,2016-11-17,22:30:00,Home,Utah Jazz,0,0.0,-8.0,7,13,0.538,Chicago Bulls,0.667
173,174.0,2016-11-18,19:00:00,Home,Charlotte Hornets,1,0.0,4.0,8,11,0.727,Atlanta Hawks,0.75
173,174.0,2016-11-18,19:00:00,Away,Atlanta Hawks,0,0.0,-4.0,9,12,0.75,Charlotte Hornets,0.727
174,175.0,2016-11-18,19:00:00,Away,Phoenix Suns,1,0.0,20.0,4,13,0.308,Indiana Pacers,0.462
174,175.0,2016-11-18,19:00:00,Home,Indiana Pacers,0,0.0,-20.0,6,13,0.462,Phoenix Suns,0.308
175,176.0,2016-11-18,19:30:00,Home,Cleveland Cavaliers,1,0.0,23.0,10,12,0.833,Detroit Pistons,0.462
175,176.0,2016-11-18,19:30:00,Away,Detroit Pistons,0,0.0,-23.0,6,13,0.462,Cleveland Cavaliers,0.833
176,177.0,2016-11-18,20:00:00,Away,Golden State Warriors,1,0.0,16.0,10,12,0.833,Boston Celtics,0.5
176,177.0,2016-11-18,20:00:00,Home,Boston Celtics,0,0.0,-16.0,6,12,0.5,Golden State Warriors,0.833
177,178.0,2016-11-18,20:00:00,Home,New Orleans Pelicans,1,0.0,12.0,3,13,0.231,Portland Trail Blazers,0.5
177,178.0,2016-11-18,20:00:00,Away,Portland Trail Blazers,0,0.0,-12.0,7,14,0.5,New Orleans Pelicans,0.231
178,179.0,2016-11-18,20:00:00,Home,Oklahoma City Thunder,1,0.0,19.0,8,13,0.615,Brooklyn Nets,0.333
178,179.0,2016-11-18,20:00:00,Away,Brooklyn Nets,0,0.0,-19.0,4,12,0.333,Oklahoma City Thunder,0.615
179,180.0,2016-11-18,20:30:00,Away,Memphis Grizzlies,1,0.0,16.0,7,12,0.583,Dallas Mavericks,0.182
179,180.0,2016-11-18,20:30:00,Home,Dallas Mavericks,0,0.0,-16.0,2,11,0.182,Memphis Grizzlies,0.583
180,181.0,2016-11-18,21:00:00,Away,Toronto Raptors,1,1.0,2.0,8,12,0.667,Denver Nuggets,0.333
180,181.0,2016-11-18,21:00:00,Home,Denver Nuggets,0,1.0,-2.0,4,12,0.333,Toronto Raptors,0.667
181,182.0,2016-11-18,22:30:00,Away,San Antonio Spurs,1,0.0,9.0,10,13,0.769,Los Angeles Lakers,0.538
181,182.0,2016-11-18,22:30:00,Home,Los Angeles Lakers,0,0.0,-9.0,7,13,0.538,San Antonio Spurs,0.769
182,183.0,2016-11-18,22:30:00,Away,Los Angeles Clippers,1,0.0,6.0,11,13,0.846,Sacramento Kings,0.308
182,183.0,2016-11-18,22:30:00,Home,Sacramento Kings,0,0.0,-6.0,4,13,0.308,Los Angeles Clippers,0.846
183,184.0,2016-11-19,17:00:00,Home,Houston Rockets,1,0.0,9.0,8,13,0.615,Utah Jazz,0.5
183,184.0,2016-11-19,17:00:00,Away,Utah Jazz,0,0.0,-9.0,7,14,0.5,Houston Rockets,0.615
184,185.0,2016-11-19,19:00:00,Away,Boston Celtics,1,0.0,2.0,7,13,0.538,Detroit Pistons,0.429
184,185.0,2016-11-19,19:00:00,Home,Detroit Pistons,0,0.0,-2.0,6,14,0.429,Boston Celtics,0.538
185,186.0,2016-11-19,19:00:00,Home,New Orleans Pelicans,1,1.0,5.0,4,14,0.286,Charlotte Hornets,0.667
185,186.0,2016-11-19,19:00:00,Away,Charlotte Hornets,0,1.0,-5.0,8,12,0.667,New Orleans Pelicans,0.286
186,187.0,2016-11-19,19:00:00,Home,Orlando Magic,1,0.0,8.0,6,13,0.462,Dallas Mavericks,0.167
186,187.0,2016-11-19,19:00:00,Away,Dallas Mavericks,0,0.0,-8.0,2,12,0.167,Orlando Magic,0.462
187,188.0,2016-11-19,19:00:00,Away,Miami Heat,1,0.0,3.0,4,12,0.333,Washington Wizards,0.25
187,188.0,2016-11-19,19:00:00,Home,Washington Wizards,0,0.0,-3.0,3,12,0.25,Miami Heat,0.333
188,189.0,2016-11-19,19:30:00,Home,Philadelphia 76ers,1,0.0,15.0,3,13,0.231,Phoenix Suns,0.286
188,189.0,2016-11-19,19:30:00,Away,Phoenix Suns,0,0.0,-15.0,4,14,0.286,Philadelphia 76ers,0.231
189,190.0,2016-11-19,20:00:00,Home,Memphis Grizzlies,1,0.0,22.0,8,13,0.615,Minnesota Timberwolves,0.333
189,190.0,2016-11-19,20:00:00,Away,Minnesota Timberwolves,0,0.0,-22.0,4,12,0.333,Memphis Grizzlies,0.615
190,191.0,2016-11-19,20:30:00,Away,Golden State Warriors,1,0.0,3.0,11,13,0.846,Milwaukee Bucks,0.417
190,191.0,2016-11-19,20:30:00,Home,Milwaukee Bucks,0,0.0,-3.0,5,12,0.417,Golden State Warriors,0.846
191,192.0,2016-11-19,22:30:00,Home,Los Angeles Clippers,1,0.0,7.0,12,14,0.857,Chicago Bulls,0.615
191,192.0,2016-11-19,22:30:00,Away,Chicago Bulls,0,0.0,-7.0,8,13,0.615,Los Angeles Clippers,0.857
192,193.0,2016-11-20,12:00:00,Home,New York Knicks,1,0.0,10.0,6,13,0.462,Atlanta Hawks,0.692
192,193.0,2016-11-20,12:00:00,Away,Atlanta Hawks,0,0.0,-10.0,9,13,0.692,New York Knicks,0.462
193,194.0,2016-11-20,15:30:00,Away,Portland Trail Blazers,1,0.0,20.0,8,15,0.533,Brooklyn Nets,0.308
193,194.0,2016-11-20,15:30:00,Home,Brooklyn Nets,0,0.0,-20.0,4,13,0.308,Portland Trail Blazers,0.533
194,195.0,2016-11-20,19:00:00,Away,Indiana Pacers,1,1.0,4.0,7,14,0.5,Oklahoma City Thunder,0.571
194,195.0,2016-11-20,19:00:00,Home,Oklahoma City Thunder,0,1.0,-4.0,8,14,0.571,Indiana Pacers,0.5
195,196.0,2016-11-20,21:00:00,Home,Denver Nuggets,1,0.0,14.0,5,13,0.385,Utah Jazz,0.467
195,196.0,2016-11-20,21:00:00,Away,Utah Jazz,0,0.0,-14.0,7,15,0.467,Denver Nuggets,0.385
196,197.0,2016-11-20,21:00:00,Home,Sacramento Kings,1,0.0,3.0,5,14,0.357,Toronto Raptors,0.615
196,197.0,2016-11-20,21:00:00,Away,Toronto Raptors,0,0.0,-3.0,8,13,0.615,Sacramento Kings,0.357
197,198.0,2016-11-20,21:30:00,Away,Chicago Bulls,1,0.0,8.0,9,14,0.643,Los Angeles Lakers,0.5
197,198.0,2016-11-20,21:30:00,Home,Los Angeles Lakers,0,0.0,-8.0,7,14,0.5,Chicago Bulls,0.643
198,199.0,2016-11-21,19:00:00,Away,Memphis Grizzlies,1,0.0,15.0,9,14,0.643,Charlotte Hornets,0.615
198,199.0,2016-11-21,19:00:00,Home,Charlotte Hornets,0,0.0,-15.0,8,13,0.615,Memphis Grizzlies,0.643
199,200.0,2016-11-21,19:00:00,Away,Golden State Warriors,1,0.0,37.0,12,14,0.857,Indiana Pacers,0.467
199,200.0,2016-11-21,19:00:00,Home,Indiana Pacers,0,0.0,-37.0,7,15,0.467,Golden State Warriors,0.857
200,201.0,2016-11-21,19:00:00,Home,Philadelphia 76ers,1,0.0,7.0,4,14,0.286,Miami Heat,0.308
200,201.0,2016-11-21,19:00:00,Away,Miami Heat,0,0.0,-7.0,4,13,0.308,Philadelphia 76ers,0.286
201,202.0,2016-11-21,19:00:00,Home,Washington Wizards,1,0.0,5.0,4,13,0.308,Phoenix Suns,0.267
201,202.0,2016-11-21,19:00:00,Away,Phoenix Suns,0,0.0,-5.0,4,15,0.267,Washington Wizards,0.308
202,203.0,2016-11-21,19:30:00,Away,Houston Rockets,1,0.0,3.0,9,14,0.643,Detroit Pistons,0.4
202,203.0,2016-11-21,19:30:00,Home,Detroit Pistons,0,0.0,-3.0,6,15,0.4,Houston Rockets,0.643
203,204.0,2016-11-21,20:00:00,Home,Milwaukee Bucks,1,0.0,4.0,6,13,0.462,Orlando Magic,0.429
203,204.0,2016-11-21,20:00:00,Away,Orlando Magic,0,0.0,-4.0,6,14,0.429,Milwaukee Bucks,0.462
204,205.0,2016-11-21,20:00:00,Away,Boston Celtics,1,0.0,6.0,8,14,0.571,Minnesota Timberwolves,0.308
204,205.0,2016-11-21,20:00:00,Home,Minnesota Timberwolves,0,0.0,-6.0,4,13,0.308,Boston Celtics,0.571
205,206.0,2016-11-21,20:30:00,Home,San Antonio Spurs,1,0.0,5.0,11,14,0.786,Dallas Mavericks,0.154
205,206.0,2016-11-21,20:30:00,Away,Dallas Mavericks,0,0.0,-5.0,2,13,0.154,San Antonio Spurs,0.786
206,207.0,2016-11-21,22:30:00,Home,Los Angeles Clippers,1,0.0,8.0,13,15,0.867,Toronto Raptors,0.571
206,207.0,2016-11-21,22:30:00,Away,Toronto Raptors,0,0.0,-8.0,8,14,0.571,Los Angeles Clippers,0.867
207,208.0,2016-11-22,19:30:00,Away,New Orleans Pelicans,1,0.0,18.0,5,15,0.333,Atlanta Hawks,0.643
207,208.0,2016-11-22,19:30:00,Home,Atlanta Hawks,0,0.0,-18.0,9,14,0.643,New Orleans Pelicans,0.333
208,209.0,2016-11-22,19:30:00,Home,New York Knicks,1,0.0,4.0,7,14,0.5,Portland Trail Blazers,0.5
208,209.0,2016-11-22,19:30:00,Away,Portland Trail Blazers,0,0.0,-4.0,8,16,0.5,New York Knicks,0.5
209,210.0,2016-11-22,21:00:00,Home,Denver Nuggets,1,0.0,3.0,6,14,0.429,Chicago Bulls,0.6
209,210.0,2016-11-22,21:00:00,Away,Chicago Bulls,0,0.0,-3.0,9,15,0.6,Denver Nuggets,0.429
210,211.0,2016-11-22,22:30:00,Home,Los Angeles Lakers,1,0.0,2.0,8,15,0.533,Oklahoma City Thunder,0.533
210,211.0,2016-11-22,22:30:00,Away,Oklahoma City Thunder,0,0.0,-2.0,8,15,0.533,Los Angeles Lakers,0.533
211,212.0,2016-11-23,19:00:00,Away,San Antonio Spurs,1,0.0,5.0,12,15,0.8,Charlotte Hornets,0.571
211,212.0,2016-11-23,19:00:00,Home,Charlotte Hornets,0,0.0,-5.0,8,14,0.571,San Antonio Spurs,0.8
212,213.0,2016-11-23,19:00:00,Home,Cleveland Cavaliers,1,0.0,12.0,11,13,0.846,Portland Trail Blazers,0.471
212,213.0,2016-11-23,19:00:00,Away,Portland Trail Blazers,0,0.0,-12.0,8,17,0.471,Cleveland Cavaliers,0.846
213,214.0,2016-11-23,19:00:00,Away,Atlanta Hawks,1,0.0,11.0,10,15,0.667,Indiana Pacers,0.438
213,214.0,2016-11-23,19:00:00,Home,Indiana Pacers,0,0.0,-11.0,7,16,0.438,Atlanta Hawks,0.667
214,215.0,2016-11-23,19:00:00,Away,Phoenix Suns,1,0.0,5.0,5,16,0.312,Orlando Magic,0.4
214,215.0,2016-11-23,19:00:00,Home,Orlando Magic,0,0.0,-5.0,6,15,0.4,Phoenix Suns,0.312
215,216.0,2016-11-23,19:00:00,Away,Memphis Grizzlies,1,2OT,5.0,10,15,0.667,Philadelphia 76ers,0.267
215,216.0,2016-11-23,19:00:00,Home,Philadelphia 76ers,0,2OT,-5.0,4,15,0.267,Memphis Grizzlies,0.667
216,217.0,2016-11-23,19:30:00,Away,Boston Celtics,1,0,19.0,9,15,0.6,Brooklyn Nets,0.286
216,217.0,2016-11-23,19:30:00,Home,Brooklyn Nets,0,0,-19.0,4,14,0.286,Boston Celtics,0.6
217,218.0,2016-11-23,19:30:00,Home,Detroit Pistons,1,0,23.0,7,16,0.438,Miami Heat,0.286
217,218.0,2016-11-23,19:30:00,Away,Miami Heat,0,0,-23.0,4,14,0.286,Detroit Pistons,0.438
